symbol,name,market,mc_krw,eps_trend_ok,fy_complete_0y,fy_complete_1y,snap_ok_count,0y_current,0y_7d,0y_30d,0y_60d,0y_90d,1y_current,1y_90d,endDate_0y_ok,endDate_1y_ok,rev_ok_0y,up7,up30,dn30,dn7,na,rev_growth,op_margin,gross_margin,fwd_pe,fwd_eps,earn_date_present,error
454910.KS,Doosan Robotics,KS,5781942216000.0,True,True,True,5,-591.6603,-470.94165,-481.9611,-481.9611,-420.1353,-213.67175,-195.02873,True,True,True,0,0,1,1,2,0.132,-1.2652401,0.12655,-479.70776,,False,
001040.KS,CJ,KS,5747868606000.0,True,True,True,5,12622.0,11653.75,15573.714,15294.857,15294.857,18973.166,17997.715,True,True,True,0,1,1,0,8,0.016,0.05903,0.28601998,11.12097,,False,
138930.KS,BNK Financial Group,KS,5734843569840.0,True,True,True,5,2769.3733,2776.2979,2818.6553,2818.6553,2719.7622,3076.6882,2971.265,True,True,True,2,1,7,5,15,0.017,0.17753,0.0,5.63918,,True,
175330.KS,JB Financial Group,KS,5685258236800.0,True,True,True,5,4037.8945,4043.6035,4130.167,4077.201,3991.6309,4407.973,4320.414,True,True,True,1,1,5,4,10,0.155,0.43492,0.0,5.7622857,,True,
001440.KS,Taihan Cable & Solution,KS,5612063730000.0,True,True,True,5,733.0,612.5,645.0,843.0,634.75,965.3333,755.0,True,True,True,1,1,0,0,4,0.21,0.04302,0.07788,67.43784,,False,
088980.KS,MKIF,KS,5478867599920.0,True,True,True,5,722.0,722.0,722.0,722.0,757.5,746.0,802.0,True,True,True,0,0,1,1,3,,,,,,False,
021240.KS,COWAY,KS,5166022098000.0,True,True,True,5,9721.945,9480.478,9386.933,9377.256,9414.272,10941.342,10450.053,True,True,True,6,7,1,1,11,0.133,0.14241,0.64002997,8.719223,,True,
271560.KS,ORION,KS,5163418839200.0,True,True,True,5,12058.954,12035.39,11931.523,11916.999,11788.84,13110.492,12654.068,True,True,True,0,3,1,0,18,0.073,0.18123,0.3671,10.663216,,False,
095340.KQ,ISC,KQ,5182680681000.0,True,True,True,5,4211.2866,4100.919,4181.149,4116.3467,3290.9126,5615.097,3814.4807,True,True,True,1,1,1,1,7,,,,,,False,
022100.KS,POSCO DX,KS,4827102645750.0,True,True,True,5,456.0,469.0,469.0,469.0,469.0,555.0,480.0,True,True,True,0,0,1,1,1,-0.279,-0.0046200003,0.12003,59.45946,,False,
032820.KQ,"WooriTG, Inc.",KQ,4894997635650.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
039030.KQ,EO Technics,KQ,5081814375000.0,True,True,True,5,9130.202,9130.202,9819.306,8284.904,8146.7837,12101.901,9716.162,True,True,True,0,1,1,0,5,0.116,0.14258,0.36181998,39.002136,,False,
004020.KS,HYUNDAI STEEL,KS,4784031392250.0,True,True,True,5,1421.9886,2160.7424,2289.375,2184.1667,3070.7793,4045.9685,4400.353,True,True,True,0,0,4,4,16,-0.022,0.0078799995,0.065,11.369342,,True,
036570.KS,NC,KS,4761228862000.0,True,True,True,5,15714.215,14806.884,14694.392,15034.823,14497.578,16217.127,16660.943,True,True,True,1,1,1,0,22,-0.013,0.008640001,0.99195,17.173203,,False,
002380.KS,KCC,KS,4745375514000.0,True,True,True,5,100231.75,111341.336,69473.664,82278.0,48918.0,89063.336,39720.5,True,True,True,1,2,0,0,4,-0.061,0.01819,0.25255,6.39994,,False,
062040.KS,SANIL ELECTRIC,KS,4633706840000.0,True,True,True,5,0.0,6603.0,6764.0,6764.0,6707.6665,0.0,9258.5,True,True,True,4,4,0,1,8,0.456,0.86063004,0.73311996,33.9964,,False,
489790.KS,Hanwha Vision,KS,4402587608000.0,True,True,True,5,28.3547,28.3547,29.36735,29.36735,35.329,36.85917,42.21715,True,True,True,0,0,0,0,2,,0.06652,0.52967,2080.8933,,False,
066970.KS,L&F,KS,4361620699800.0,True,True,True,5,832.23785,809.32874,1114.5995,768.0481,768.0481,2614.7578,2803.3572,True,True,True,2,1,4,3,24,0.691,0.13349,-0.03328,63.409313,,False,
088350.KS,HANWHA LIFE,KS,4281852900000.0,True,True,True,5,754.64215,783.1203,783.1203,783.1203,1035.275,940.4142,1281.7366,True,True,True,1,0,2,1,10,0.298,0.07496,0.40311,5.9016547,,True,
450080.KS,ECOPRO MAT,KS,4282916367800.0,True,True,True,5,859.0,507.0,507.0,507.0,507.0,1603.0,1009.0,True,True,True,0,0,0,0,,0.308,0.029040001,-0.07514,41.484715,,False,
018880.KS,Hanon Systems,KS,4217939088720.0,True,True,True,5,215.10272,198.99036,217.63391,221.29805,221.29805,262.33374,251.6429,True,True,True,6,5,4,3,17,0.066,0.03319,0.09279,18.716616,,True,
251270.KS,Netmarble,KS,4179978921000.0,True,True,True,5,4199.692,3866.8896,3911.5403,3877.6597,3868.6597,4204.1396,4161.693,True,True,True,3,5,2,2,21,0.229,0.12943,0.9996,10.180442,,True,
403870.KQ,HPSP,KQ,4254910000000.0,True,True,True,5,872.2351,872.2351,872.2351,872.2351,910.05316,1240.4513,1252.2495,True,True,True,0,0,0,0,7,-0.209,0.52099997,0.73015,42.64577,,False,
082740.KS,Hanwha Engine,KS,4051358744100.0,True,True,True,5,2443.3677,2425.8413,2148.3674,1886.3529,1821.4116,3271.1428,2697.1177,True,True,True,0,3,0,0,7,0.014,0.01712,0.13527,23.294611,,False,
031210.KS,SGIC,KS,3944920287000.0,True,True,True,5,4268.557,3825.128,3825.128,3828.3186,3605.637,4829.8286,4336.337,True,True,True,1,1,0,0,1,0.052,0.3019,0.23079,9.394743,,False,
103590.KS,ILJIN ELECTRIC,KS,3914970519000.0,True,True,True,5,3045.0,3392.3333,3551.5,2799.5,2799.5,3740.75,3109.25,True,True,True,0,0,1,1,4,0.304,0.07204,0.13716,35.233578,,False,
000990.KS,DB HiTek,KS,3824053285200.0,True,True,True,5,6550.0,6176.0,7466.0,7466.0,7466.0,8665.333,8927.333,True,True,True,0,0,1,1,3,0.368,0.18144,0.35812,20.818588,,False,
353200.KS,DaeduckElectronics,KS,3819928302500.0,True,True,True,5,3893.3,3153.889,3048.8572,3026.0,3015.0,5156.4,3765.375,True,True,True,1,1,1,0,10,0.54,0.091070004,0.101330005,28.139788,,False,
108490.KQ,ROBOTIS,KQ,3912278376000.0,True,True,True,5,646.6667,688.0,688.0,748.75,675.6,1728.6666,1542.0,True,True,True,0,0,0,0,3,0.713,0.17714001,0.62172,193.50174,,False,
035250.KS,Kangwonland,KS,3818837925000.0,True,True,True,5,1461.2568,1531.3857,1553.6923,1541.3905,1505.7887,1599.4868,1692.9128,True,True,True,0,0,4,3,13,0.06,0.08163,0.25864,10.021964,,True,
011790.KS,SKC,KS,3752748331800.0,True,True,True,5,-6251.578,-8415.089,-9508.977,-9508.977,-5211.7227,-1868.8479,-984.23773,True,True,True,3,3,1,1,9,0.015,-0.25127,-0.01061,-74.002815,,True,
051900.KS,LG H&H,KS,3718497537000.0,True,True,True,5,12771.654,10015.605,10674.183,10765.017,10962.723,14484.807,14252.139,True,True,True,3,3,2,2,22,-0.085,-0.0495,0.49305,18.433107,,True,
010060.KS,OCI Holdings,KS,3700439982400.0,True,True,True,5,15857.2,13470.0,11688.0,11688.0,13242.25,20965.0,19567.75,True,True,True,1,0,1,2,6,-0.051,0.0339,0.100439996,16.932983,,True,
439260.KS,DAEHAN SHIPBUILDING,KS,3656147008800.0,True,True,True,5,7505.75,7305.3335,7305.3335,6966.5,6379.5,7469.2,6267.25,True,True,True,2,2,0,0,4,0.056,0.27201998,0.26153,9.666363,,False,
226950.KQ,OliX,KQ,3670520729400.0,True,True,True,5,-1548.0,531.0,531.0,531.0,531.0,-1256.0,-1007.0,True,True,True,1,1,0,0,1,99.203,-1.8666201,0.52277,-126.83121,,False,
012510.KS,DOUZONE BIZON,KS,3620023062000.0,True,True,True,5,3636.0,3636.0,3636.0,2812.1428,2818.75,4033.1667,3275.5,True,True,True,3,3,0,0,6,0.141,0.36231998,0.49887002,29.802883,,False,
0009K0.KQ,Aimed Bio,KQ,3640986364300.0,True,True,True,5,170.0,0.0,0.0,0.0,0.0,139.0,0.0,True,True,True,0,0,0,0,,2.33,0.67197996,1.0,,,False,
111770.KS,Youngone Corp,KS,3602522348400.0,True,True,True,5,12739.111,12897.333,12897.333,11640.667,11600.777,13754.777,12733.556,True,True,True,1,1,0,0,10,0.192,0.104169995,0.26976,5.816161,,False,
011170.KS,LOTTE CHEMICAL Corp,KS,3524694525600.0,True,True,True,5,-7098.6006,-14575.624,-15080.17,-13967.634,-13974.234,-4035.3274,-1095.3646,True,True,True,1,1,1,0,17,-0.017,-0.09199,0.01323,-22.25346,,False,
011780.KS,KumhoPetrochem,KS,3493459776400.0,True,True,True,5,14870.943,14094.745,14670.459,14776.281,14596.542,16891.025,18072.176,True,True,True,5,4,2,0,15,-0.12,0.00092,0.0871,8.667325,,True,
017800.KS,Hyundai Elevator,KS,3416674449000.0,True,True,True,5,5130.0,0.0,0.0,9312.0,9312.0,5657.0,10109.0,True,True,True,0,0,0,0,1,-0.193,0.0855,0.24545,16.581226,,False,
214150.KQ,CLASSYS,KQ,3424872097500.0,True,True,True,5,2830.0173,2826.2583,2821.742,2856.6099,2802.2695,3577.276,3458.7766,True,True,True,1,1,3,0,17,0.256,0.54793,0.77516997,14.20075,,False,
347850.KQ,D&D Pharmatech,KQ,3434945427000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.804,-10.51575,0.99404997,,,False,
001720.KS,ShinyoungSecu,KS,3403080000000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.483,0.31628,0.98846,,,False,
036460.KS,Kogas,KS,3346346250000.0,True,True,True,5,8156.1963,7934.095,10068.535,10028.981,10093.582,9064.461,9919.655,True,True,True,1,1,3,3,10,-0.099,0.05251,0.07152,4.1260037,,True,
012750.KS,S-1,KS,3336327828400.0,True,True,True,5,4433.825,5465.5713,5468.857,5468.857,5488.8335,5576.125,5709.725,True,True,True,0,0,4,4,8,0.027,0.07122,0.23496,13.217064,,True,
302440.KS,SKBS,KS,3290335706950.0,True,True,True,5,-1207.3,-840.4948,-840.4948,-741.1696,-649.27594,-904.43335,-701.20386,True,True,True,0,0,1,1,5,0.174,-0.2802,0.11541,-45.885082,,True,
319400.KQ,HYUNDAI MOVEX,KQ,3330143566100.0,True,True,True,5,276.0,259.0,259.0,259.0,327.0,395.0,365.0,True,True,True,0,0,0,0,1,-0.081,0.01635,0.18027,108.73418,,False,
214450.KQ,PharmaResearch,KQ,3329882184000.0,True,True,True,5,18949.1,19384.883,19537.592,19575.773,19575.773,22996.184,24607.264,True,True,True,0,0,1,1,14,0.391,0.34772998,0.76678,14.61112,,False,
004170.KS,Shinsegae,KS,3235958225500.0,True,True,True,5,32136.123,28829.756,27613.521,27322.584,26972.01,38435.45,32275.195,True,True,True,1,6,1,0,17,0.062,0.08861,0.60146,13.6592655,,False,
357780.KQ,Soulbrain,KQ,3282554852000.0,True,True,True,5,20842.777,20761.086,20249.834,21959.418,21305.229,24423.477,23735.568,True,True,True,0,1,1,0,13,0.127,0.17527,0.25197,19.039059,,False,
083650.KQ,BHI,KQ,3227498312500.0,True,True,True,5,3369.117,2576.5,2576.5,2576.5,2414.5,3849.075,2658.0,True,True,True,1,1,0,0,2,,,,,,False,
014680.KS,Hanchem,KS,3223450282500.0,True,True,True,5,16409.814,16576.31,15478.098,16433.48,15994.161,19219.453,18477.336,True,True,True,0,0,3,0,12,0.178,0.07587,0.28234,16.831905,,False,
145020.KQ,Hugel,KQ,3223656646000.0,True,True,True,5,13992.095,13134.301,13188.801,13478.572,14895.734,17601.357,17783.486,True,True,True,4,4,1,1,14,0.213,0.48538,0.78446996,16.021492,,True,
004990.KS,LOTTE,KS,3220713575900.0,True,True,True,5,-1951.0,-184.0,-184.0,-184.0,2511.0,-946.0,3112.0,True,True,True,0,0,2,1,2,-0.003,-0.02846,0.28124002,-30.443975,,False,
085620.KS,MIRAE ASSET LIFE,KS,3165049459320.0,True,True,False,5,718.0,933.0,933.0,933.0,933.0,,,True,False,True,0,0,1,1,,-0.043,-0.079380006,0.3751,,,False,
023530.KS,LOTTE SHOPPING,KS,3041041162500.0,True,True,True,5,11524.656,9714.964,9212.734,9066.846,8998.732,12594.753,10417.579,True,True,True,1,2,0,0,12,0.013,0.05489,0.48148,13.434166,,True,
237690.KQ,ST Pharm,KQ,3110698077500.0,True,True,True,5,3238.499,3024.7341,3065.2896,3065.2896,3194.3538,4216.501,4455.9575,True,True,True,0,3,3,0,9,,,,,,False,
097950.KS,CJ CheilJedang,KS,3010837200000.0,True,True,True,5,22640.264,23536.086,23548.697,24477.125,24854.447,30316.807,33599.86,True,True,True,0,1,3,0,16,,0.04512,0.21607,7.5370736,,True,
084370.KQ,Eugenetech,KQ,3022625939800.0,True,True,True,5,3970.612,4206.055,4223.8438,4223.8438,4132.478,5468.8105,5255.119,True,True,True,1,1,1,0,6,,,,,,False,
336260.KS,Doosanfc,KS,3006162023400.0,True,True,True,5,-769.4342,-666.8236,-666.8236,-570.6667,-278.20618,-78.09175,26.80834,True,True,True,1,1,1,1,7,-0.481,-0.56422,-0.13698,-1183.2235,,True,
005850.KS,SLCORP,KS,2995929540000.0,True,True,True,5,7908.5,8019.8335,8383.5,7994.7144,7778.125,8869.0,8546.0,True,True,True,0,0,1,1,7,0.139,0.08059,0.13943,7.464201,,False,
009970.KS,YoungoneHoldings,KS,2990080995500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.116,0.16822,0.37717,,,False,
476830.KQ,Rznomics,KQ,2981842188000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,0.0,0.0,,,False,
009420.KS,HANALL BIOPHARMA,KS,2899355409000.0,True,True,True,5,38.375,38.9,22.3,-4.6,-105.0,242.025,436.14,True,True,True,0,0,0,0,4,0.031,-0.07222,0.52050996,184.89825,,False,
263750.KQ,PearlAbyss,KQ,2955401330000.0,True,True,True,5,2997.5627,0.0,2979.2063,2245.988,2142.2324,1586.3225,1254.4468,True,True,True,0,3,0,0,15,-0.002,-0.08834,0.99885005,31.519442,,False,
440110.KQ,FADU,KQ,2850600609000.0,True,True,True,5,82.51,82.51,82.51,82.51,82.51,273.18,273.18,True,True,True,0,0,1,1,2,-0.004,-1.23527,0.47239,360.56815,,False,
043260.KQ,SUNGHO,KQ,2836912920000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
103140.KS,POONGSAN,KS,2799625372200.0,True,True,True,5,9179.6,8798.3,8699.3,8699.3,9335.692,9167.6,9928.846,True,True,True,5,5,1,1,10,0.16,0.06426,0.11378,10.04625,,False,
036930.KQ,JEL,KQ,2835348381000.0,True,True,True,5,2158.0,2279.0,2279.0,2295.4,2206.3333,2599.0,2367.8,True,True,True,1,1,0,0,4,,,,,,False,
457190.KS,ISUSPECIALTYCHEMICAL,KS,2789201885600.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
051600.KS,KEPCO KPS,KS,2763000000000.0,True,True,True,5,3446.8286,3515.0544,3515.0544,3529.66,3390.7666,3761.9,3913.15,True,True,True,0,0,0,0,11,0.022,0.043670002,0.15066,14.899386,,False,
112610.KS,CSWIND,KS,2736924054700.0,True,True,True,5,4386.406,3767.0,3767.0,4495.661,4201.3105,5545.544,5251.172,True,True,True,2,1,0,0,7,0.164,0.08959,0.15952,10.062133,,False,
140410.KQ,Mezzion Pharma,KQ,2779876780500.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
279570.KS,Kbank,KS,2722214463210.0,True,True,True,5,348.0,0.0,0.0,0.0,0.0,505.0,0.0,True,True,True,0,0,0,0,,,,,,,False,
058610.KQ,SPG,KQ,2732250752000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
064760.KQ,TCK,KQ,2711008380000.0,True,True,True,5,9042.376,8563.315,8152.625,7784.875,7837.775,11772.485,9591.375,True,True,True,2,2,0,0,6,,,,,,False,
001450.KS,Hyundai M&F INS,KS,2708820000000.0,True,True,True,5,8439.406,9210.562,9842.083,9842.083,9842.083,10949.788,11679.51,True,True,True,0,0,3,1,17,0.019,-0.06269,0.18789,2.919432,,True,
028670.KS,PanOcean,KS,2699576035600.0,True,True,True,5,750.7778,681.55554,699.7,699.7,717.4545,835.3,794.1818,True,True,True,6,6,1,0,10,-0.119,0.08834,0.11288,7.3027654,,True,
139130.KS,iM Financial Group,KS,2698492994400.0,True,True,True,5,3132.3335,3038.0046,3059.1372,3068.049,3002.2617,3435.8025,3216.9631,True,True,True,4,5,0,0,14,0.118,0.33837003,0.0,5.486346,,False,
071970.KS,HD-Hyundai Marine Engine,KS,2632308012000.0,True,True,True,5,3667.0,3395.75,3401.0,3162.75,3162.75,4979.75,4619.75,True,True,True,1,1,0,0,4,0.253,0.25035,0.25507,16.74783,,False,
178320.KQ,SEOJIN SYSTEM,KQ,2666263458000.0,True,True,True,5,1748.5,1747.0,2446.6667,2222.0,2222.0,3864.3333,3939.0,True,True,True,0,0,1,1,3,0.176,0.0756,0.10358,17.10515,,False,
475830.KQ,ORUM,KQ,2651922763200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.775,-32704.223,0.98908997,,,False,
000120.KS,CJ LOGISTICS,KS,2573232403200.0,True,True,True,5,12722.517,12929.475,13468.835,13768.121,13768.121,14672.587,15413.408,True,True,True,0,0,5,1,14,0.005,0.04996,0.109139994,6.4269514,,False,
139480.KS,emart,KS,2605045313600.0,True,True,True,5,8442.671,8644.754,8815.052,8243.557,8306.432,11560.825,11366.47,True,True,True,0,0,1,1,13,0.009,-0.00678,0.31027,10.146335,,False,
068760.KQ,Celltrionph,KQ,2629764880400.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.927,0.112679996,0.29426,,,False,
008930.KS,Hanmi Science,KS,2571522280000.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.052,-0.15408,0.22941999,,,False,
026960.KS,DONGSUH,KS,2557305000000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.044,0.06446,0.16399,,,False,
003690.KS,Korean Re,KS,2552155506100.0,True,True,True,5,1512.049,1572.616,1572.616,1605.308,1605.308,1627.143,1616.834,True,True,True,0,0,1,1,2,-0.06,-0.023640001,0.14587,7.344161,,True,
000240.KS,HANKOOK & COMPANY,KS,2525277384000.0,True,True,True,5,4438.0,6105.0,6105.0,6105.0,4855.5,4565.0,5696.0,True,True,True,0,0,1,1,1,0.145,0.21677999,0.37035,5.2354875,,False,
097230.KS,HJSC,KS,2510210563200.0,True,False,False,0,,,,,,,,False,False,False,,,,,,0.312,0.05037,0.088479996,,,False,
030530.KQ,WONIK HOLDINGS,KQ,2510234382500.0,True,False,False,0,,,,,,,,False,False,False,,,,,,-0.271,-0.00401,0.24836001,,,False,
017960.KS,HankukCarbon,KS,2509773654200.0,True,True,True,5,2427.8962,2399.4712,2399.4712,2198.5,2119.0217,2767.3,2587.3333,True,True,True,1,1,0,0,5,0.194,0.16535999,0.23392999,14.508727,,False,
204320.KS,HL MANDO,KS,2488727360000.0,True,True,True,5,4472.2783,4571.624,4731.9595,4738.5957,4940.547,5607.4897,5901.8794,True,True,True,6,6,3,3,24,0.018,0.040489998,0.15521,10.949641,,False,
004800.KS,Hyosung,KS,2427359015000.0,True,True,True,5,21708.0,21708.0,20066.0,17571.0,17571.0,21313.5,13667.0,True,True,True,1,1,0,0,2,,0.13590999,0.27672002,11.143172,,False,
005290.KQ,DONGJIN,KQ,2496173683700.0,True,True,True,5,3051.0,0.0,0.0,0.0,0.0,3270.0,0.0,True,True,True,0,0,0,0,,0.069,0.10033,0.25893,17.155964,,False,
030000.KS,CheilWorldwide,KS,2410113663750.0,True,True,True,5,1941.5479,2082.1853,2088.1853,2068.2793,2158.8567,2221.0837,2320.5945,True,True,True,1,0,3,2,13,0.03,0.07501,0.40709,8.666941,,False,
319660.KQ,PSK,KQ,2389753905000.0,True,True,True,5,4939.0,4939.0,2682.0,2758.5,2758.5,5662.0,2942.5,True,True,True,1,1,0,0,2,0.357,0.15349,0.48703,19.092194,,False,
458870.KQ,SEERS,KQ,2397763620000.0,True,True,True,5,1219.8889,1209.8889,1209.8889,1209.8889,659.75,1844.3334,1250.1111,True,True,True,1,1,0,0,2,2.721,0.42639,0.72416997,22.067595,,False,
081660.KS,Misto Holdings,KS,2359932288000.0,True,True,True,5,4622.618,4893.4365,5144.0464,4636.791,4583.155,5048.6416,5061.737,True,True,True,0,1,4,1,12,0.063,-0.0018000001,0.52951,7.566392,,True,
001430.KS,SBHC,KS,2334623946900.0,True,True,True,5,2807.3333,2276.5,2805.0,2754.1,2647.889,3817.625,3631.889,True,True,True,2,2,1,0,8,0.038,0.01028,0.08628,18.859894,,False,
035900.KQ,JYP Ent.,KQ,2377123714800.0,True,True,True,5,3741.8933,3732.7427,3746.2163,3742.727,3817.2705,4261.7793,4289.0005,True,True,True,0,0,5,2,26,0.168,0.18017,0.36922002,13.703197,,False,
005440.KS,HYUNDAI G.F. HOLDINGS,KS,2332328342960.0,True,True,True,5,1752.0,2183.5,2183.5,2183.5,1846.0,2338.0,2046.0,True,True,True,1,1,0,0,4,-0.026,0.013940001,0.32773,6.44568,,False,
007340.KS,DN AUTOMOTIVE,KS,2317030254000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.053,0.15481,0.26225,,,False,
031980.KQ,PSK HOLDINGS,KQ,2302863786000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
383220.KS,F&F,KS,2302255207500.0,True,True,True,5,12792.603,10744.894,10623.883,10614.783,10604.803,12276.682,11472.827,True,True,True,7,6,0,0,12,0.053,0.23109,0.66732,6.84224,,False,
018670.KS,SKGas,KS,2302065756000.0,True,True,True,5,27503.0,28186.0,37693.75,38677.0,38677.0,36464.75,40078.75,True,True,True,0,0,1,1,5,0.017,0.01773,0.10123,7.6649365,,False,
004370.KS,Nongshim,KS,2256660182000.0,True,True,True,5,30820.271,30745.268,30702.686,33062.344,33208.652,33391.223,35365.32,True,True,True,1,1,0,0,19,0.032,0.0378,0.28994,11.634794,,True,
011210.KS,HYUNDAI WIA,KS,2289825988600.0,True,True,True,5,6048.7793,6671.251,7083.6665,6963.7144,6660.91,7674.4,7622.1,True,True,True,2,0,4,2,13,0.041,0.022820001,0.06327,12.391849,,True,
445680.KQ,Curiox Biosystems,KQ,2254682006100.0,True,False,False,0,,,,,,,,False,False,False,,,,,,,,,,,False,
222800.KQ,SIMMTECH,KQ,2244267301800.0,True,True,True,5,3883.7273,2878.5947,2732.1455,2475.6667,3046.3606,5455.514,4280.017,True,True,True,5,5,1,1,7,0.306,0.02647,0.08748,20.071436,,False,
257720.KQ,Silicon2,KQ,2232774642000.0,True,True,True,5,3464.3333,3425.125,3498.25,3542.5715,3575.889,4252.222,4474.3335,True,True,True,0,0,2,1,8,0.763,0.13851,0.31063,9.618501,,False,
067310.KQ,Hana Micron,KQ,2225348921000.0,True,False,False,0,,,,,,,,True,False,False,,,,,,,,,,,False,
006360.KS,GS E&C,KS,2220839665500.0,True,True,True,5,3126.6682,3434.2034,3350.368,3417.339,4056.2473,4157.504,5198.99,True,True,True,1,1,5,5,18,-0.119,0.015360001,0.10803001,8.105825,,False,
041510.KQ,SME,KQ,2223074399000.0,True,True,True,5,6147.6,6116.507,6238.3306,6213.6475,6097.339,6956.0327,6981.293,True,True,True,5,6,12,8,23,0.166,0.16790001,0.36813998,13.110922,,True,
039200.KQ,OCT Inc.,KQ,2199845120000.0,True,True,True,5,841.0,639.0,389.5,1183.6666,1183.6666,1663.5,2593.6667,True,True,True,1,1,0,0,1,,,,,,False,
023590.KS,DaouTech,KS,2196220902150.0,True,False,False,0,,,,,,,,True,False,False,,,,,,0.522,-0.08092,0.14191,,,False,
089030.KQ,Techwing,KQ,2167638232500.0,True,True,True,5,1860.6831,2684.7605,2684.7605,3173.1736,4062.7605,4720.529,5228.6025,True,True,True,0,0,1,1,2,-0.289,0.08293,0.42117,11.269924,,False,
